5;1048.98;878.994;5.56861 ;2762.56 
5;1048.98;978.081;4.88212 ;2762.56
5;1048.98;927.22;2.34217  ;2762.56
6;962.003;913.885;2.391   ;3012.32
7;899.638;845.174;2.84347 ;3221.13
8;852.733;888.89;2.18503  ;3398.31
9;804.91;820.973;3.39293  ;3600.21
10;766.567;855.106;2.9485 ;3780.28
