5;1048.98;878.994;5.56861
5;1048.98;978.081;4.88212
5;1048.98;927.22;2.34217
6;962.003;913.885;2.391
7;899.638;845.174;2.84347
8;852.733;888.89;2.18503
9;804.91;820.973;3.39293
10;766.567;855.106;2.9485
